transaction_amount,transaction_hour,transaction_day,merchant_category,payment_method,customer_age,account_age_months,avg_monthly_spend,num_transactions_30d,num_countries_30d,failed_transactions_7d,velocity_1h,distance_from_home_km,is_foreign_transaction,is_fraud
58.5,22,Mon,ATM,Credit,70,41,167.72,26,1,3.0,1,41.1,0,1
237.85,16,Wed,ATM,Debit,73,16,939.0,10,1,0.0,1,23.9,0,1
47.38,11,Thu,Restaurant,Credit,24,36,290.1,58,1,0.0,3,3.7,0,0
86.7,22,Tue,Online,Debit,74,78,1881.04,17,1,2.0,1,0.5,0,0
12.26,15,Tue,Gas,Credit,72,57,50.0,51,1,0.0,3,6.0,0,0
3.85,2,Mon,Online,Debit,69,17,821.07,32,2,0.0,1,49.5,0,1
493.11,21,Tue,Restaurant,Debit,21,12,353.54,24,1,1.0,1,22.1,1,1
271.17,8,Sun,Online,Credit,60,12,1166.35,43,1,4.0,1,50.4,0,0
178.6,14,Sun,Restaurant,Debit,57,15,638.85,48,1,1.0,4,11.8,0,0
78.88,4,Wed,Healthcare,Credit,55,24,1205.13,8,1,0.0,4,55.2,0,1
28.55,22,Thu,Restaurant,Credit,74,19,1106.93,30,2,1.0,7,12.4,1,1
25.52,12,Sun,Restaurant,Debit,47,5,372.9,26,1,1.0,1,4.6,0,0
43.2,13,Mon,Online,Credit,27,6,509.07,24,1,1.0,3,3.3,0,1
119.52,19,Sat,Online,Credit,47,15,662.19,27,1,2.0,1,101.7,0,1
188.08,14,Sun,Travel,Credit,56,30,772.99,15,2,0.0,1,8.1,0,0
161.91,15,Mon,Grocery,Credit,24,32,721.42,28,5,0.0,3,3.5,0,1
49.26,22,Tue,Restaurant,Debit,53,24,1091.24,11,1,0.0,1,0.2,1,0
464.72,12,Sun,Healthcare,Credit,52,48,893.58,39,3,3.0,1,6.7,0,0
200.85,16,Thu,Online,Prepaid,41,48,554.94,2,1,0.0,1,44.0,0,1
121.23,22,Mon,Online,Prepaid,56,20,435.02,51,1,3.0,3,15.3,1,1
141.9,7,Tue,Grocery,Credit,53,5,473.64,9,1,3.0,1,20.0,0,0
81.61,20,Wed,Restaurant,Credit,62,27,932.0,50,1,2.0,1,51.1,0,1
42.7,1,Fri,Gas,Debit,37,17,722.77,45,1,2.0,8,14.4,0,1
66.0,4,Fri,Online,Credit,66,5,1632.13,23,2,2.0,1,36.4,0,1
212.73,5,Sun,Grocery,Credit,49,144,799.9,33,1,1.0,1,,0,0
2.17,11,Tue,Online,Credit,76,17,875.49,19,1,1.0,2,75.5,0,0
18.51,17,Thu,Travel,Debit,56,35,79.59,13,1,0.0,3,1.6,0,0
7.06,21,Thu,Grocery,Debit,66,24,,14,1,0.0,1,25.8,0,0
6.24,21,Wed,Electronics,Credit,43,6,351.44,32,1,0.0,2,21.6,1,1
290.13,0,Tue,Electronics,Credit,43,2,586.79,49,1,0.0,1,4.3,0,1
182.44,16,Sun,Travel,Prepaid,53,35,207.11,22,1,0.0,1,9.8,0,0
96.42,10,Sat,Grocery,Debit,60,10,338.03,20,1,2.0,1,7.5,0,0
15.44,9,Thu,Grocery,Debit,79,10,1065.97,33,1,1.0,1,2.0,0,1
101.48,18,Thu,Online,Debit,52,113,456.06,5,1,0.0,1,17.6,0,1
96.22,13,Tue,Grocery,Credit,60,22,,20,1,1.0,5,101.2,0,0
28.53,9,Thu,Electronics,Debit,52,1,1036.86,14,1,0.0,2,16.4,0,1
85.33,14,Fri,Restaurant,Credit,29,15,1178.65,27,1,0.0,5,15.8,1,1
76.25,18,Thu,Travel,Credit,50,32,917.01,26,1,,2,0.8,0,0
143.51,3,Sun,Online,Debit,53,14,941.1,32,1,0.0,1,3.0,0,1
151.22,1,Thu,Restaurant,Credit,31,1,1190.91,30,2,1.0,1,14.4,0,0
6.95,8,Wed,Online,Prepaid,50,21,965.71,27,3,0.0,4,84.2,0,0
70.41,9,Fri,Gas,Credit,63,4,1214.17,26,2,0.0,2,41.8,0,0
147.47,10,Tue,Grocery,Prepaid,62,35,50.0,18,1,1.0,7,8.3,1,0
104.92,13,Wed,Grocery,Prepaid,62,35,766.53,45,1,0.0,1,15.7,0,0
291.2,6,Wed,Restaurant,Credit,41,1,822.27,23,1,4.0,1,16.1,1,1
161.25,22,Wed,Restaurant,Debit,32,12,752.85,44,1,0.0,1,23.1,0,0
26.68,14,Fri,Online,Credit,48,19,849.28,47,1,0.0,1,23.3,0,0
10.98,21,Thu,Gas,Prepaid,34,29,636.67,24,2,2.0,1,31.2,0,1
154.26,18,Fri,Restaurant,Credit,29,13,1115.59,4,1,3.0,1,0.5,1,1
4.03,21,Thu,Grocery,Debit,79,12,585.77,41,1,0.0,2,57.5,0,0
132.2,14,Wed,Electronics,Credit,39,147,712.9,3,1,0.0,1,1.5,0,0
422.59,23,Sat,Travel,Credit,40,2,1377.62,54,1,1.0,1,12.9,0,0
,7,Tue,Restaurant,Credit,43,163,1321.78,43,1,0.0,2,50.4,0,1
73.7,10,Tue,Travel,Credit,31,2,863.05,30,1,0.0,1,13.4,0,1
154.62,8,Thu,Grocery,Debit,29,12,545.24,47,1,1.0,2,1.3,0,0
91.94,14,Tue,Gas,Debit,67,25,146.29,16,2,0.0,1,5.2,0,0
118.32,0,Mon,Online,Debit,21,6,747.46,7,1,0.0,4,17.3,0,1
425.72,0,Fri,Electronics,Credit,76,5,1003.27,39,2,0.0,2,1.8,0,1
73.19,18,Thu,Restaurant,Credit,63,11,511.54,22,1,2.0,5,11.0,0,1
487.36,2,Wed,Healthcare,Credit,68,131,802.37,41,1,0.0,1,8.0,0,1
353.64,9,Sun,Restaurant,Debit,78,17,660.62,31,1,1.0,1,33.8,0,0
32.68,7,Thu,Gas,Prepaid,30,30,111.12,49,4,0.0,1,2.3,0,1
10.78,14,Sat,Grocery,Credit,74,44,846.87,13,1,0.0,1,23.0,0,0
15.93,9,Mon,Gas,Credit,79,49,974.04,41,1,0.0,1,10.4,0,0
2.76,0,Thu,Grocery,Credit,72,42,863.77,41,1,0.0,2,17.7,0,0
14.88,17,Sat,Healthcare,Debit,35,15,1445.0,52,1,0.0,1,4.6,0,0
172.33,1,Thu,Online,Debit,60,4,671.25,29,1,0.0,2,18.8,0,1
11.08,18,Fri,Online,Debit,45,12,639.47,28,2,1.0,3,22.4,0,0
57.62,12,Wed,Online,Credit,55,8,1666.58,44,1,1.0,2,1.5,0,0
279.53,21,Mon,Gas,Debit,58,5,300.5,53,1,0.0,1,34.8,0,1
3.53,0,Wed,Restaurant,Debit,61,1,552.07,19,5,1.0,8,39.5,0,1
252.68,1,Wed,Online,Credit,36,99,944.39,23,2,1.0,1,,0,0
49.66,15,Sat,Healthcare,Credit,63,91,1250.11,47,1,0.0,1,18.5,0,0
18.86,14,Tue,Restaurant,Credit,64,2,1173.93,50,1,0.0,3,18.0,0,0
178.97,12,Sun,ATM,Credit,60,7,384.05,8,1,0.0,1,0.3,0,0
148.71,15,Sun,Gas,Debit,55,5,1451.06,25,2,0.0,2,8.4,0,0
314.91,16,Tue,Travel,Credit,63,12,985.62,38,2,0.0,1,69.4,0,0
199.24,20,Wed,Restaurant,Debit,20,8,472.25,57,2,0.0,1,16.2,0,0
244.05,6,Sat,Grocery,Debit,36,105,505.92,38,1,0.0,1,54.1,0,1
49.7,23,Sun,Grocery,Credit,37,3,828.62,35,1,3.0,1,22.5,0,0
29.3,16,Wed,Electronics,Debit,42,9,1660.93,26,1,1.0,1,0.6,1,0
208.31,6,Wed,Travel,Credit,28,3,884.98,3,1,0.0,1,1.6,0,1
246.63,12,Thu,Restaurant,Credit,78,142,1657.26,2,2,3.0,3,25.6,0,1
698.55,4,Fri,Restaurant,Credit,73,90,1151.23,5,1,0.0,3,16.2,0,0
79.81,16,Tue,Healthcare,Credit,34,45,295.08,20,1,1.0,3,2.7,0,0
69.79,2,Fri,Restaurant,Credit,78,20,1363.0,12,2,0.0,3,19.0,0,0
224.69,6,Mon,Restaurant,Credit,77,8,422.34,38,1,0.0,1,33.2,0,1
62.51,16,Mon,Grocery,Credit,76,9,553.96,16,1,0.0,4,28.0,1,1
400.52,6,Wed,Grocery,Credit,66,21,,37,2,0.0,1,5.7,0,1
293.23,20,Wed,Online,Prepaid,72,53,788.63,38,3,0.0,1,6.0,0,1
84.05,0,Tue,Travel,Credit,52,11,1157.37,36,2,0.0,2,68.7,0,1
,16,Thu,Online,Debit,31,13,1000.69,46,1,0.0,1,43.7,0,0
210.69,16,Wed,Grocery,Credit,76,33,752.83,29,1,0.0,3,7.7,0,0
16.33,10,Tue,Travel,Debit,56,10,1479.57,35,1,2.0,1,34.8,0,0
349.27,2,Tue,Electronics,Credit,74,32,610.18,49,1,0.0,1,3.5,0,1
105.56,14,Sun,Electronics,Prepaid,36,18,399.99,37,1,2.0,1,4.4,0,1
262.7,20,Wed,Grocery,Credit,20,1,985.32,54,3,1.0,1,4.0,0,1
57.86,10,Wed,Grocery,Debit,51,19,792.73,21,1,0.0,4,1.8,0,0
338.82,15,Thu,Electronics,Credit,75,91,898.15,21,1,0.0,8,38.6,0,1
73.95,21,Sun,Grocery,Credit,66,12,1095.26,28,2,2.0,1,17.3,0,0
1.63,8,Tue,Healthcare,Debit,58,14,725.96,6,2,0.0,1,6.0,0,0
353.69,23,Fri,Electronics,Credit,39,2,1543.44,20,1,1.0,1,37.8,0,1
14.36,23,Fri,Grocery,Credit,55,34,905.99,36,4,0.0,3,32.5,0,1
57.7,0,Thu,Grocery,Credit,73,68,619.84,59,5,0.0,1,2.1,0,1
449.55,21,Mon,Gas,Debit,44,16,1035.83,13,4,0.0,5,20.7,0,0
451.19,15,Fri,Grocery,Prepaid,38,10,765.81,40,2,0.0,2,25.6,0,0
127.8,8,Mon,ATM,Credit,58,113,845.32,11,2,2.0,4,25.2,0,1
,18,Thu,Healthcare,Debit,48,49,357.55,24,1,2.0,2,25.7,1,0
89.25,11,Fri,Electronics,Credit,44,30,402.88,19,1,3.0,2,3.7,0,1
52.05,18,Tue,Restaurant,Credit,54,13,1224.64,23,1,0.0,2,7.6,0,0
59.77,21,Sat,Grocery,Prepaid,19,9,306.26,31,1,0.0,3,37.2,0,1
167.45,8,Mon,Gas,Debit,71,45,751.05,37,1,0.0,3,45.7,0,0
209.38,6,Sat,Restaurant,Debit,64,27,930.34,37,1,3.0,2,6.5,0,1
235.23,13,Wed,Electronics,Credit,26,26,1365.21,3,1,0.0,2,0.5,0,0
233.82,18,Tue,Grocery,Credit,36,3,607.49,34,3,0.0,5,39.3,0,1
14.35,18,Mon,Gas,Credit,59,26,1103.56,29,2,2.0,5,9.5,0,1
102.31,1,Sun,Restaurant,Credit,53,62,751.79,3,1,0.0,2,8.0,0,0
8.89,8,Mon,Grocery,Credit,27,106,50.0,15,1,0.0,1,8.5,0,0
119.62,12,Tue,Gas,Debit,76,4,818.43,7,2,0.0,1,10.7,0,0
87.38,14,Wed,Travel,Debit,57,36,773.24,3,2,0.0,4,9.5,0,0
327.99,2,Thu,Online,Credit,71,30,970.05,47,4,,1,16.7,1,1
64.83,10,Thu,Grocery,Credit,62,80,542.94,43,5,0.0,1,1.6,0,0
18.68,20,Mon,Online,Debit,56,50,585.59,16,5,0.0,1,,0,1
23.15,13,Tue,Gas,Credit,24,121,1280.43,45,1,0.0,2,55.1,0,0
215.01,7,Tue,Grocery,Debit,21,116,665.54,34,1,0.0,2,54.5,0,0
144.44,17,Tue,Gas,Credit,32,9,50.0,20,2,0.0,1,42.3,0,1
15.99,18,Wed,Restaurant,Credit,29,47,996.18,44,1,0.0,1,21.6,0,0
13.18,15,Fri,Healthcare,Prepaid,65,27,1145.03,53,2,0.0,3,5.0,0,1
181.08,1,Tue,Grocery,Credit,23,9,1141.51,39,1,0.0,5,1.0,0,1
11.33,7,Wed,Gas,Credit,77,8,553.87,33,2,1.0,1,2.1,0,0
258.78,21,Wed,Restaurant,Credit,26,3,800.09,14,1,0.0,1,,0,1
183.75,5,Sun,Healthcare,Prepaid,52,57,1012.51,56,1,1.0,2,14.0,0,1
12.73,11,Sun,Restaurant,Debit,25,14,1185.57,42,1,0.0,3,100.0,1,0
13.3,14,Sat,Healthcare,Credit,24,70,1000.83,35,4,0.0,3,11.4,0,1
647.32,7,Tue,ATM,Credit,21,34,1110.25,11,1,3.0,2,14.9,0,1
70.33,3,Mon,Electronics,Debit,75,40,,54,4,0.0,4,23.8,1,1
69.46,14,Tue,Online,Credit,30,12,50.0,20,2,0.0,1,4.0,0,1
251.34,19,Tue,Healthcare,Debit,36,22,1221.48,30,2,0.0,1,54.0,0,0
441.32,16,Thu,Electronics,Credit,79,19,421.59,53,2,0.0,2,15.1,0,1
640.32,12,Fri,Restaurant,Credit,24,10,731.43,58,1,0.0,3,6.5,1,0
209.98,17,Sat,Travel,Debit,27,64,1123.14,28,1,0.0,2,54.7,0,0
70.8,1,Sat,Electronics,Credit,42,35,810.67,15,1,1.0,6,,0,1
13.08,12,Wed,Grocery,Debit,61,1,1081.07,38,3,0.0,3,13.2,1,0
225.19,12,Fri,Electronics,Credit,75,62,1781.94,50,2,1.0,2,17.4,0,0
122.6,21,Tue,Electronics,Credit,52,4,1020.61,13,1,0.0,1,,0,0
82.8,14,Mon,Restaurant,Prepaid,75,19,508.55,47,1,0.0,1,3.4,1,1
355.24,19,Fri,Grocery,Credit,42,30,221.11,35,1,1.0,3,40.0,0,1
17.68,9,Mon,ATM,Debit,46,1,1070.67,47,1,0.0,1,64.1,0,0
101.78,2,Wed,Online,Credit,73,38,832.6,24,1,1.0,1,,0,0
1.71,18,Wed,Grocery,Debit,29,39,248.42,56,1,0.0,4,22.9,0,0
94.85,2,Fri,Gas,Debit,68,38,1271.63,1,1,0.0,4,39.3,0,1
8.69,21,Fri,Gas,Credit,64,6,1089.66,42,1,2.0,1,9.4,0,0
18.97,13,Tue,Healthcare,Debit,57,11,795.37,24,1,1.0,3,98.8,0,0
18.75,7,Sat,Grocery,Debit,29,10,1674.72,27,1,0.0,1,22.8,0,0
157.14,22,Tue,Electronics,Credit,69,116,1209.27,18,1,2.0,1,11.0,0,1
205.59,3,Wed,ATM,Debit,23,3,403.74,58,1,1.0,2,22.6,0,0
131.33,19,Fri,ATM,Debit,77,20,1269.05,26,1,0.0,3,14.7,0,0
491.21,10,Fri,Online,Credit,27,74,901.97,29,1,4.0,1,2.4,0,0
70.47,10,Sun,Online,Credit,19,53,1557.32,8,1,1.0,1,31.8,0,0
50.47,10,Tue,Grocery,Credit,73,62,1177.19,44,1,0.0,1,16.6,0,0
304.43,1,Fri,Travel,Credit,62,129,993.72,26,2,0.0,8,31.8,0,1
37.96,16,Thu,Electronics,Debit,42,18,970.95,5,1,2.0,2,3.4,0,0
495.43,8,Sun,Grocery,Credit,24,13,324.61,33,1,0.0,1,15.5,0,0
1.83,1,Mon,Online,Prepaid,57,1,595.19,40,1,0.0,1,29.1,0,1
525.38,23,Fri,Grocery,Credit,40,6,883.34,5,1,0.0,2,89.0,0,1
6.62,14,Thu,Restaurant,Credit,65,30,251.3,49,2,0.0,2,43.2,0,0
332.66,15,Tue,ATM,Debit,28,6,986.88,47,1,0.0,3,40.0,0,1
112.52,3,Wed,Grocery,Credit,75,48,502.69,36,1,1.0,1,5.7,0,0
743.52,7,Wed,Healthcare,Credit,53,1,642.73,13,1,1.0,7,36.4,0,1
11.5,8,Thu,Healthcare,Credit,66,11,1084.28,17,1,0.0,1,3.7,0,1
121.07,4,Sat,Travel,Credit,65,43,577.62,13,1,1.0,1,4.4,0,0
522.54,15,Thu,Grocery,Credit,68,11,987.8,25,1,0.0,1,2.3,0,0
111.07,12,Thu,Electronics,Prepaid,40,47,857.99,58,1,0.0,1,,0,1
148.89,6,Thu,Restaurant,Credit,76,198,376.55,2,1,0.0,5,2.3,0,0
178.49,19,Mon,Electronics,Debit,60,57,1152.56,24,1,2.0,2,3.0,0,0
90.92,16,Tue,Electronics,Debit,24,15,1173.1,36,2,0.0,2,5.6,0,0
148.15,2,Thu,Healthcare,Credit,44,83,1194.84,25,1,0.0,1,17.0,0,0
131.67,4,Tue,Grocery,Credit,30,2,1563.07,34,1,0.0,1,42.4,0,1
347.13,18,Tue,Online,Debit,68,46,635.55,12,1,1.0,1,10.8,0,0
6.98,11,Thu,Grocery,Debit,34,1,50.0,19,1,1.0,2,15.8,0,0
49.48,6,Wed,Gas,Credit,49,7,537.2,50,2,0.0,3,3.6,0,1
450.6,8,Tue,ATM,Credit,43,158,1183.8,42,1,0.0,1,6.2,0,0
331.45,5,Wed,Electronics,Credit,74,16,767.45,30,1,1.0,1,2.9,0,1
91.23,16,Mon,Grocery,Credit,77,62,238.09,37,1,1.0,1,10.5,0,0
145.19,15,Sun,Gas,Debit,39,17,126.63,43,1,0.0,4,17.8,0,0
48.73,22,Sat,Online,Debit,30,66,1368.14,1,1,2.0,1,6.7,0,0
31.26,2,Fri,Gas,Credit,78,121,1043.43,3,3,4.0,1,37.4,0,1
93.46,20,Mon,Electronics,Debit,29,21,601.33,49,2,0.0,1,,0,0
65.39,3,Fri,Electronics,Debit,24,30,1553.01,26,1,0.0,1,2.6,0,0
131.44,9,Sat,Healthcare,Credit,18,36,1859.56,15,3,,1,0.4,0,0
12.14,4,Fri,ATM,Credit,50,98,1213.94,46,1,1.0,3,31.2,0,1
549.74,20,Mon,Restaurant,Debit,69,11,1102.14,56,2,0.0,6,4.2,0,0
642.58,21,Fri,Online,Debit,72,34,1011.3,47,2,0.0,1,8.7,0,0
175100.32,9,Sat,Restaurant,Debit,31,14,1142.28,48,1,1.0,1,10.0,1,0
115.21,11,Thu,Restaurant,Credit,76,9,1583.35,28,1,1.0,2,,0,0
55.56,9,Fri,Grocery,Credit,64,3,410.91,4,3,0.0,3,21.5,1,1
252.14,12,Wed,Restaurant,Credit,60,35,664.37,19,1,0.0,1,0.8,0,0
173.15,10,Thu,Travel,Debit,73,77,780.88,24,1,0.0,4,0.3,0,0
26.62,21,Mon,Grocery,Debit,75,16,1029.72,57,1,0.0,3,4.5,0,0
362.75,15,Thu,Restaurant,Credit,58,29,1426.17,40,3,1.0,1,,0,1
259.35,7,Mon,Online,Debit,34,37,965.13,6,4,0.0,2,13.3,0,0
448.76,7,Wed,Gas,Debit,21,19,1050.09,16,1,0.0,2,36.4,0,0
194.04,7,Tue,Gas,Debit,69,84,1070.69,32,3,1.0,2,7.6,0,0
142.56,12,Thu,ATM,Prepaid,68,16,809.23,30,1,0.0,1,9.4,0,1
81.26,1,Mon,Grocery,Credit,56,5,633.55,35,5,0.0,1,8.0,0,1
404.85,11,Fri,Travel,Prepaid,18,6,829.87,8,1,0.0,1,,0,1
301.56,9,Fri,Online,Credit,58,80,538.28,5,1,2.0,3,62.1,0,0
6.94,11,Tue,Travel,Credit,62,159,545.16,37,1,0.0,1,3.0,1,0
4.01,10,Mon,Restaurant,Debit,41,12,947.21,12,1,0.0,1,,0,0
,14,Mon,Grocery,Prepaid,51,6,608.71,25,1,0.0,3,2.8,0,0
249.55,15,Sat,ATM,Credit,51,24,1538.68,33,2,1.0,1,13.5,0,0
654.64,16,Thu,Restaurant,Debit,41,45,858.62,39,1,0.0,2,53.8,0,0
24.45,1,Wed,ATM,Debit,76,34,1343.7,24,4,0.0,1,2.1,0,1
135.26,17,Mon,Gas,Debit,79,109,301.96,11,1,4.0,1,11.6,0,1
71.92,11,Fri,Gas,Credit,32,61,314.2,42,1,2.0,1,0.5,1,0
525.56,18,Sat,Online,Debit,34,73,755.57,35,1,4.0,6,29.5,0,0
276.89,22,Sat,Gas,Credit,30,28,1174.71,40,3,0.0,3,20.5,0,0
273.33,17,Thu,Restaurant,Credit,24,14,603.98,1,1,2.0,1,24.1,0,0
94.86,16,Mon,Travel,Credit,26,44,759.85,8,3,0.0,5,12.8,0,1
80.38,5,Mon,Online,Credit,61,21,1199.97,23,4,0.0,3,47.6,0,1
,14,Mon,Restaurant,Prepaid,52,12,644.79,20,1,0.0,1,10.5,0,0
8.7,2,Tue,Restaurant,Credit,40,6,496.99,32,1,0.0,1,14.4,0,0
300.06,5,Mon,Grocery,Prepaid,71,27,1083.36,11,2,0.0,1,23.8,0,1
251.42,2,Tue,ATM,Credit,64,32,278.39,7,3,0.0,2,14.7,0,0
1225.87,0,Wed,Grocery,Debit,56,30,650.53,58,1,1.0,2,4.2,1,1
854.23,12,Sun,Gas,Debit,40,4,845.71,30,1,0.0,1,7.6,0,0
121.6,20,Thu,Restaurant,Debit,43,30,1011.61,59,1,0.0,1,18729.7,0,0
219.79,13,Sat,Restaurant,Debit,18,7,1129.06,48,1,0.0,1,11.3,0,0
434.43,12,Fri,Gas,Debit,31,39,1191.46,39,1,2.0,1,18.8,0,0
284.22,3,Mon,Grocery,Debit,49,20,679.01,13,1,0.0,1,2.5,1,1
42.62,6,Fri,Gas,Debit,68,68,1183.01,42,1,0.0,1,19.9,0,1
89.82,21,Tue,Online,Credit,65,54,1002.46,49,1,0.0,1,44.7,1,0
20.74,9,Thu,Online,Debit,27,46,1088.48,3,4,2.0,5,8.2,0,1
462.03,6,Wed,Grocery,Credit,18,43,546.49,7,2,0.0,1,5.0,0,1
139.78,20,Sun,ATM,Credit,22,30,1066.04,43,4,0.0,1,44.7,0,0
38.94,14,Tue,Gas,Debit,20,2,738.9,13,2,0.0,1,,0,1
167.07,14,Tue,ATM,Credit,66,38,819.15,37,1,2.0,1,2.2,0,0
144.4,3,Sun,Restaurant,Debit,67,23,866.06,25,2,0.0,2,10.5,1,1
66.51,22,Mon,Travel,Credit,75,23,1645.27,23,3,0.0,2,22.4,0,1
18.08,22,Fri,ATM,Credit,70,17,434.06,51,4,0.0,1,17.1,0,1
,5,Fri,ATM,Credit,44,95,1275.73,47,1,3.0,1,19.3,0,0
110.19,23,Sat,Restaurant,Credit,68,10,1372.15,33,1,0.0,1,16.7,0,1
221.97,19,Sun,Electronics,Debit,71,14,1130.24,5,1,0.0,1,32.0,0,0
110.15,4,Sun,Restaurant,Credit,74,119,585.82,32,1,0.0,2,7.7,0,0
286.77,19,Mon,Restaurant,Credit,39,60,1478.6,30,4,0.0,1,24.7,0,0
120.41,11,Sat,Electronics,Credit,35,1,667.19,31,1,0.0,3,94.4,0,1
,0,Fri,Electronics,Credit,33,85,1074.85,13,3,0.0,2,9.9,0,1
313.91,7,Fri,ATM,Debit,19,9,848.37,42,1,3.0,1,31.3,0,0
77.5,0,Mon,Grocery,Credit,64,44,652.34,5,1,0.0,1,5.7,0,1
21.58,4,Fri,Gas,Debit,30,29,1018.67,23,1,2.0,6,6.6,0,1
4.38,21,Sun,Grocery,Prepaid,62,28,1551.76,1,1,0.0,1,54.6,0,0
211.06,5,Sun,Restaurant,Debit,33,46,902.54,10,1,3.0,1,0.5,0,0
145.26,20,Wed,Grocery,Debit,25,8,,50,1,0.0,1,4.9,0,0
182.65,2,Mon,Electronics,Credit,60,6,726.69,27,1,0.0,2,13.2,0,1
35.92,14,Wed,Online,Credit,25,38,830.97,54,2,0.0,1,10.3,0,0
21.99,4,Sat,ATM,Debit,71,12,309.68,8,1,1.0,5,19.8,0,0
2.2,23,Fri,Electronics,Debit,27,131,576.86,52,2,1.0,2,4.3,0,1
64.75,13,Wed,Restaurant,Debit,72,22,712.65,3,1,0.0,4,1.5,0,1
133.71,17,Mon,Restaurant,Debit,50,4,668.38,19,1,0.0,1,9.2,0,1
74.7,15,Wed,ATM,Credit,48,42,,51,1,0.0,3,,0,1
86.3,5,Wed,Online,Credit,29,13,495.26,2,2,0.0,1,16.5,0,1
351.76,23,Sun,Travel,Debit,26,6,685.36,49,1,0.0,1,18.4,0,1
64.22,13,Fri,Gas,Debit,54,20,1274.62,31,1,0.0,4,15.9,0,0
108.23,23,Tue,Online,Credit,26,120,201.77,48,4,0.0,1,5.6,0,0
229.63,7,Thu,Grocery,Debit,65,19,50.0,53,1,1.0,5,28.9,0,1
75.76,6,Mon,Restaurant,Credit,35,15,95.67,10,1,1.0,1,1.8,0,0
145.96,7,Sun,ATM,Credit,47,21,461.04,53,2,0.0,8,4.4,0,1
297.47,12,Wed,Online,Debit,49,1,1054.79,16,1,1.0,1,26.9,0,1
447.93,5,Wed,Travel,Debit,57,5,657.48,37,1,0.0,3,6.6,0,1
23.86,17,Wed,Travel,Credit,40,68,652.02,20,1,1.0,1,13.6,0,0
391.75,1,Fri,Restaurant,Credit,28,137,643.04,3,1,0.0,1,7.9,1,0
101.63,7,Fri,Travel,Credit,79,6,50.0,35,1,1.0,2,14.1,1,0
44.81,10,Fri,Gas,Debit,37,28,1144.57,34,1,0.0,3,8.5,0,0
92.19,0,Tue,Restaurant,Credit,36,122,1324.21,21,2,0.0,1,103.0,0,0
587.05,21,Tue,Online,Debit,53,6,665.81,36,1,1.0,1,8.8,0,0
101.77,5,Mon,ATM,Prepaid,69,7,834.18,32,1,0.0,1,19.7,0,1
59.79,15,Fri,Grocery,Debit,43,94,847.49,54,3,0.0,1,43.8,0,0
150.52,19,Mon,Restaurant,Credit,27,44,372.87,18,1,0.0,1,20.3,0,0
41.19,11,Thu,Restaurant,Debit,41,6,623.4,34,2,2.0,3,16.7,0,0
11.83,10,Sat,Gas,Credit,30,18,1514.3,56,3,0.0,1,16.8,0,0
20.7,9,Sat,Electronics,Credit,78,2,798.4,38,1,0.0,1,13.7,0,0
20.55,2,Wed,Gas,Credit,69,20,889.41,3,1,0.0,6,33.0,0,0
24.71,12,Wed,ATM,Credit,63,54,522.54,53,5,0.0,1,1.0,1,1
22.42,2,Mon,Restaurant,Prepaid,70,29,628.02,3,5,0.0,2,43.3,1,1
153.61,14,Fri,ATM,Credit,51,38,1058.52,27,1,,2,17.7,0,1
30.11,15,Sat,Healthcare,Credit,46,14,464.16,2,1,0.0,3,37.8,0,1
63.62,12,Tue,Grocery,Prepaid,53,6,1447.99,3,1,0.0,2,0.2,0,1
340.65,16,Wed,Electronics,Credit,24,1,153.49,17,1,0.0,2,40.7,0,1
96.36,2,Sat,Healthcare,Debit,68,62,546.73,46,1,0.0,1,2.6,1,1
165.19,19,Sat,Healthcare,Credit,47,36,208.05,39,1,1.0,1,25.5,0,0
28.37,10,Tue,Grocery,Credit,79,9,1329.75,54,3,0.0,3,10.8,0,1
32.03,20,Thu,Grocery,Prepaid,34,20,785.49,53,1,4.0,1,22.9,0,1
6.26,18,Tue,Grocery,Credit,65,58,685.44,38,2,0.0,1,19.8,0,0
27.76,21,Mon,Healthcare,Debit,30,28,959.04,40,1,0.0,3,3.6,0,0
,10,Sun,Grocery,Credit,73,13,1359.61,19,1,0.0,2,14.5,1,0
29.22,15,Sat,Travel,Credit,41,11,886.43,19,1,2.0,1,6.5,0,1
13.93,20,Fri,Online,Credit,71,9,1257.06,44,1,1.0,5,16.4,0,1
19.28,2,Mon,Grocery,Credit,72,62,682.55,5,1,0.0,3,26.8,1,0
92.64,21,Sat,Gas,Credit,48,31,415.46,5,3,3.0,6,1.7,0,1
34.66,5,Wed,Electronics,Debit,75,44,892.89,14,1,0.0,5,14.5,0,1
67.95,13,Wed,ATM,Credit,44,71,521.06,27,2,1.0,1,19.2,0,1
105.0,23,Thu,Electronics,Credit,67,156,1075.5,49,1,1.0,3,7.0,1,0
175.87,17,Mon,Gas,Credit,38,10,,48,1,1.0,2,61.2,0,0
6.02,16,Fri,Gas,Prepaid,61,7,766.18,36,1,2.0,3,14.7,1,1
240.97,3,Thu,Electronics,Prepaid,72,22,50.0,57,2,,3,4.0,0,1
148.29,22,Tue,Grocery,Debit,74,1,750.11,40,1,5.0,1,2.3,0,0
12.79,14,Tue,Restaurant,Debit,18,56,702.97,35,1,0.0,1,15.6,0,0
310.22,10,Tue,Electronics,Credit,32,77,1265.19,21,3,0.0,1,9.4,0,0
380.5,2,Mon,Online,Credit,20,42,1148.04,5,2,0.0,3,4.3,0,1
